symbol,signal_time,entry_time,exit_time,entry,stop,target,exit,quantity,signal_score,rsi,vol_ratio,ema9,ema21,ema50,vwap,close_vwap_distance_pct,close_ema21_distance_pct,ema21_ema50_distance_pct,previous_close_vwap_distance_pct,pullback_distance_pct,body_ratio,risk_per_share,entry_stop_distance_pct,mae,mfe,mae_r,mfe_r,net_r,gross_pnl,total_cost,net_pnl,reason,signal_hour,signal_minute
AXISBANK,2026-08-20 10:35:00+05:30,2026-08-20 10:40:00+05:30,2026-08-20 12:30:00+05:30,1251.0,1247.6,1257.8000000000002,1247.6,7,,66.7521816397958,1.4886959751172184,1249.910067601462,1246.6546923130309,1240.8722458147201,1250.3311230630406,0.07748962807434288,0.37262184272937937,0.4638370620161085,-0.1579465199276335,0.1579465199276335,0.8048780487804499,3.400000000000091,0.2717825739408546,-3.5,1.599999999999909,-1.0294117647058547,0.4705882352940783,-1.757852935278803,-23.80000000000064,18.036899859636,-41.83689985963663,STOP,10,35
BHARTIARTL,2026-08-20 12:30:00+05:30,2026-08-20 12:35:00+05:30,2026-08-20 13:05:00+05:30,1945.0,1943.6,1947.8,1947.8,5,,62.06206864445252,1.454440089004062,1944.241069102642,1943.1361823063526,1940.0345072552545,1943.8520073123875,0.07449089139324282,0.11135697607560906,0.15962211394862602,0.0008461663670424876,0.004298704043334807,0.9411764705881566,1.400000000000091,0.07197943444730545,-1.0,6.0,-0.7142857142856679,4.285714285714008,-0.8681213359312417,14.00000000000091,20.07684935152,-6.076849351519087,TARGET,12,30
AXISBANK,2026-08-21 09:25:00+05:30,2026-08-21 09:30:00+05:30,2026-08-21 11:45:00+05:30,1252.5,1245.1,1267.3000000000002,1245.1,7,,64.92737234225069,1.9548784536500794,1248.65135902836,1248.210872231312,1247.5803749716601,1248.1992698119896,0.3525663164883295,0.35163351532437565,0.0505120788224401,-0.04650038067588553,0.21479924950253262,0.981818181818157,7.400000000000091,0.5908183632734604,-7.400000000000091,3.900000000000091,-1.0,0.5270270270270329,-1.3480038611848606,-51.80000000000064,18.026600009376,-69.82660000937663,STOP,9,25
RELIANCE,2026-08-21 11:45:00+05:30,2026-08-21 11:50:00+05:30,2026-08-21 11:55:00+05:30,1312.7,1312.0,1314.1,1312.0,7,,56.373661000067074,2.025806535573457,1312.4695231506503,1311.9987097870398,1311.8665097881496,1312.4411008336008,0.027345925555913586,0.06107400921836081,0.010076229336510483,0.007009024951614401,0.015851461719753837,0.6250000000000355,0.7000000000000455,0.05332520758741872,-1.2999999999999545,0.7999999999999545,-1.8571428571426716,1.1428571428570036,-4.867224893351178,-4.900000000000318,18.949401977422,-23.84940197742232,STOP,11,45
KOTAKBANK,2026-08-21 11:55:00+05:30,2026-08-21 12:00:00+05:30,2026-08-21 13:45:00+05:30,403.35,402.35,405.35,402.35,24,,59.03904040905006,2.929459470917276,402.9451358288963,402.7193855087207,401.4645310118538,402.8720950019108,0.1186244974566836,0.15658905778343515,0.31159525516302616,-0.07604754857746844,0.12569303482832764,0.8000000000000114,1.0,0.24792363951902813,-1.3000000000000114,0.6499999999999773,-1.3000000000000114,0.6499999999999773,-1.830894764926,-24.0,19.941474358224003,-43.941474358224,STOP,11,55
LT,2026-08-24 09:35:00+05:30,2026-08-24 09:40:00+05:30,2026-08-24 11:30:00+05:30,4102.0,4085.1,4135.8,4085.1,2,,67.05102072270643,2.087160674981658,4092.5507586433937,4090.054516444231,4084.1852925356225,4092.546195791873,0.22855708306346734,0.2896167644744923,0.14349989431708288,-0.0035523915052061024,0.11353259784474577,0.4681818181817961,16.90000000000009,0.4119941491955166,-20.0,3.0,-1.1834319526627155,0.17751479289940733,-1.499548800199879,-33.80000000000018,16.884749446755997,-50.68474944675618,STOP,9,35
HCLTECH,2026-08-24 12:25:00+05:30,2026-08-24 12:30:00+05:30,2026-08-24 12:45:00+05:30,1320.2,1317.3,1326.0000000000002,1317.3,7,,57.497466235739466,2.6256102234815883,1318.117552453814,1317.967022719723,1317.1030800288675,1317.731781841057,0.17213048893561478,0.15425099757669275,0.06555116144505102,0.03233172436653891,0.03596527043845198,0.7727272727272774,2.900000000000091,0.2196636873201099,-3.2999999999999545,1.7999999999999545,-1.1379310344827072,0.6206896551723786,-1.9379370473275566,-20.30000000000064,19.04012206075,-39.34012206075063,STOP,12,25
SUNPHARMA,2026-08-24 12:55:00+05:30,2026-08-24 13:00:00+05:30,2026-08-24 13:00:00+05:30,1919.0,1916.5,1924.0,1916.5,5,,59.4441551548255,1.5738758877695638,1917.7018923196463,1916.796546033777,1911.8402262576856,1917.6747335903005,0.069107987214196,0.11495502591458108,0.25857307528788537,0.008380970419240536,0.01769411457070034,0.3095238095237953,2.5,0.13027618551328818,-2.7000000000000455,0.900000000000091,-1.0800000000000183,0.3600000000000364,-2.582274895556,-12.5,19.77843619445,-32.27843619445,STOP,12,55
HINDUNILVR,2026-08-25 11:15:00+05:30,2026-08-25 11:20:00+05:30,2026-08-25 11:30:00+05:30,2026.0,2023.0,2032.0,2023.0,4,,63.793003614836465,1.5055846960814563,2023.7754443389492,2022.8298473255227,2020.7766689455718,2023.6497486590197,0.14084706816824666,0.18143654936324977,0.10150030081202592,0.020286659078200393,0.014310465328262663,0.6222222222222121,3.0,0.14807502467917077,-3.0,2.2000000000000455,-1.0,0.7333333333333485,-2.391945890606667,-12.0,16.70335068728,-28.70335068728,STOP,11,15
ITC,2026-08-25 11:35:00+05:30,2026-08-25 11:40:00+05:30,2026-08-25 15:10:00+05:30,269.0,268.15,270.70000000000005,270.35,37,,59.003019570729734,1.477419829522317,268.59424348249826,268.56211582441165,268.4737162889184,268.64113694875624,0.13358454900829753,0.1630476339688372,0.032915862023903064,-0.008498557697886456,0.17601968818575128,0.5384615384615452,0.8500000000000227,0.3159851301115326,-0.10000000000002274,1.3999999999999773,-0.11764705882355302,1.6470588235293409,0.9336023970200018,49.95000000000084,20.588204613721,29.36179538627984,SESSION_CLOSE,11,35
TITAN,2026-08-27 09:40:00+05:30,2026-08-27 09:45:00+05:30,2026-08-27 09:50:00+05:30,5097.9,5085.5,5122.699999999999,5085.5,1,,58.11288576745056,1.7140173612731602,5096.044695536715,5093.373166770063,5084.4859143378135,5097.8138579442475,0.029152536698387493,0.1163636167207349,0.17448657581642366,-0.13057527337617572,0.2423869721783712,0.5144508670520492,12.399999999999636,0.2432374114831526,-25.0,2.600000000000364,-2.0161290322581236,0.2096774193548742,-1.8469248287751865,-12.399999999999636,10.501867876812,-22.90186787681164,STOP,9,40
TITAN,2026-08-27 10:20:00+05:30,2026-08-27 10:25:00+05:30,2026-08-27 13:25:00+05:30,5120.0,5088.1,5183.799999999999,5183.799999999999,1,,64.06756742539798,4.986706919608895,5098.046206122738,5094.772749403865,5087.353181870273,5097.845804849067,0.3659230950686973,0.42646162380209923,0.14563098097869878,0.10923785404531354,0.09104738340859148,0.7489711934156248,31.899999999999636,0.6230468749999929,-12.399999999999636,66.69999999999982,-0.3887147335423128,2.090909090909109,1.6666322476086486,63.79999999999927,10.634431301284,53.16556869871528,TARGET,10,20
SUNPHARMA,2026-08-27 14:25:00+05:30,2026-08-27 14:30:00+05:30,2026-08-27 14:30:00+05:30,1912.7,1910.3,1917.5,1910.3,5,,54.19554012705599,1.5118028234205045,1911.8785865495324,1911.61757462971,1911.3315355475142,1911.589912905605,0.047608908597542236,0.04616118736306468,0.014963195881428552,0.015103798761749557,0.06431144278258082,0.4117647058823687,2.400000000000091,0.12547707429288915,-4.0,0.0,-1.6666666666666035,0.0,-2.642835687141604,-12.000000000000457,19.7140282457,-31.71402824570045,STOP,14,25
SUNPHARMA,2026-08-28 10:30:00+05:30,2026-08-28 10:35:00+05:30,2026-08-28 11:05:00+05:30,1915.0,1910.5,1924.0,1910.5,5,,56.40353065400981,3.2620011567379987,1912.8913976236759,1912.5083260127292,1912.047065444781,1912.7549089692213,0.11737473631624559,0.13028303999416058,0.02411809463385479,-0.0383119926684337,0.09199373453529429,0.8,4.5,0.2349869451697128,-6.7999999999999545,1.5,-1.511111111111101,0.3333333333333333,-1.8767007037977776,-22.5,19.72576583545,-42.22576583545,STOP,10,30
