experiment,strategy,mode,starting_capital,ending_capital,total_trades,wins,losses,win_rate_pct,gross_pnl,total_cost,net_pnl,return_pct,expectancy_per_trade,average_winner,average_loser,payoff_ratio,profit_factor,max_drawdown,max_drawdown_pct,rejected_signals
EXPERIMENT #001 — STRATEGY #002,Trend + VWAP Pullback + Confirmation v2,Portfolio historical backtest,50000.0,49480.10072404188,12,0,12,0.0,-297.19999999999754,222.69927595812797,-519.8992759581255,-1.039798551916251,-43.324939663177126,0.0,-43.324939663177126,0.0,0.0,-491.81146554676525,-0.9841757979580203,361
